name,email,date_of_birth,mobile_no,birthdate,above_18
Tiffany Marquez,Tiffany_Marquez@rodriguez-kennedy.com,1988/05/01,307749,19880501,True
Christopher Smith,Christopher_Smith@moody.com,2015-02-08,33940167,20150208,False
Johnathan Weeks,Johnathan_Weeks@white-reynolds.com,1960-11-23,9087359,19601123,True
Jeffrey Thompson,Jeffrey_Thompson@jacobs.com,02/13/1994,621921,19940213,True
William Ward,William_Ward@butler.org,1955/02/14,3145129,19550214,True
Kristin Bauer,Kristin_Bauer@gray.biz,06/17/1989,53716731,19890617,True
Maria Johnson,Maria_Johnson@brady.info,18-01-2004,78511,20040118,False
Carlos Adams,Carlos_Adams@bennett.biz,1975-05-21,230403,19750521,True
Colleen Garner,Colleen_Garner@lee.com,09/18/1991,503157,19910918,True
Nicole Miller,Nicole_Miller@murphy.com,2013-12-21,49761,20131221,False
Nancy Frazier,Nancy_Frazier@jenkins.org,1968/09/13,7272938,19680913,True
Robin Jones,Robin_Jones@conley-garcia.com,1969-10-01,470853,19691001,True
Jonathan Terrell,Jonathan_Terrell@hess.net,04/30/1991,765633,19910430,True
Jeffrey Marshall,Jeffrey_Marshall@robertson-rice.com,17-07-1970,48701,19700717,True
Kelly Smith,Kelly_Smith@pacheco.com,1984/09/23,250851,19840923,True
Heidi Vazquez,Heidi_Vazquez@pham-flores.net,16-06-2001,38361,20010616,True
Sarah George,Sarah_George@jones.com,1967/10/03,2730792,19671003,True
Erik Reynolds,Erik_Reynolds@peterson-watson.com,1956/02/26,86966,19560226,True
Jamie Barker,Jamie_Barker@lawson.info,1996-11-07,2855231,19961107,True
Samantha Jimenez,Samantha_Jimenez@valdez.com,1960/08/21,33156,19600821,True
Lisa Crawford,Lisa_Crawford@moore-hunt.com,1953-12-01,299709,19531201,True
Andrew Carter,Andrew_Carter@west.com,03/16/1957,895503,19570316,True
Suzanne Goodwin,Suzanne_Goodwin@travis-rose.com,1962/10/22,70286,19621022,True
Amanda Navarro,Amanda_Navarro@young-edwards.com,1959-10-02,349239,19591002,True
Michelle Jones,Michelle_Jones@barton.com,1953/09/22,65856,19530922,True
Leah Perez,Leah_Perez@smith-burns.biz,09-11-1975,34266271,19750911,True
Jeffrey Santos,Jeffrey_Santos@frost-brown.biz,2001/10/30,987273,20011030,True
Michael Holland,Michael_Holland@russell.com,1963/01/12,9403178,19630112,True
Elizabeth Cardenas,Elizabeth_Cardenas@cline.info,23-07-1979,89341,19790723,True
Theodore Roberts,Theodore_Roberts@russell-hawkins.org,12/14/1957,39616,19571214,True
Katrina Zamora,Katrina_Zamora@williams.com,24-06-2000,95031,20000624,True
Elizabeth Garcia,Elizabeth_Garcia@hernandez-duke.net,1958-08-30,1715085,19580830,True
Julie Johnson,Julie_Johnson@rodriguez-davis.org,31-10-1981,897843,19811031,True
Shelby Jackson,Shelby_Jackson@jordan-reynolds.com,08-03-1991,695247,19910803,True
Krystal Boyle,Krystal_Boyle@guerrero-garza.com,1975/04/17,232443,19750417,True
Garrett Clark,Garrett_Clark@jackson.com,2018-04-15,72070583,20180415,False
Jeremy Anderson,Jeremy_Anderson@lopez.org,07/22/1994,41431,19940722,True
Christina Brown,Christina_Brown@vaughn-paul.org,06/24/2002,55691,20020624,True
Madison Dunn,Madison_Dunn@mendez-lynch.com,1969-06-26,393705,19690626,True
George Barry,George_Barry@cummings.com,1999/05/18,1545370,19990518,True
Michael Green,Michael_Green@robles-adams.com,1965-10-12,555471,19651012,True
Jason Medina,Jason_Medina@flores.com,2003/02/12,2069985,20030212,False
Ashley Solis,Ashley_Solis@dixon.org,04-01-1990,62826,19900401,True
Sarah French,Sarah_French@wright.biz,07/16/1981,14911411,19810716,True
Stephanie White,Stephanie_White@stephens-brewer.com,07/29/1997,2753976,19970729,True
Joseph Bartlett,Joseph_Bartlett@thompson-espinoza.biz,1982/02/15,99932903,19820215,True
Joshua Miller,Joshua_Miller@wilcox-watts.com,29-05-1975,97026,19750529,True
Cory Cummings,Cory_Cummings@bauer.net,2004-11-04,60366,20041104,False
Jennifer Nguyen,Jennifer_Nguyen@henderson.com,1998-08-17,3734809,19980817,True
Eric Williams,Eric_Williams@steele-snyder.com,09/18/1986,334395,19860918,True
Maurice Stewart,Maurice_Stewart@montgomery-hood.net,1998-04-20,27021,19980420,True
Michael Kelly,Michael_Kelly@short.net,1971/06/27,85986,19710627,True
Bruce Smith,Bruce_Smith@sanchez.biz,2009/09/13,70440903,20090913,False
Elizabeth Conner,Elizabeth_Conner@richardson-carter.com,18-01-2016,859377,20160118,False
John Drake,John_Drake@houston.com,08/11/1969,806769,19690811,True
Bethany Acosta,Bethany_Acosta@adams-garcia.biz,26-09-1992,8589547,19920926,True
Christine Campbell,Christine_Campbell@white.info,10/28/1982,29996463,19821028,True
Carolyn Estrada,Carolyn_Estrada@alexander.org,2014-06-07,30101,20140607,False
Michael Wilson,Michael_Wilson@richards.biz,01-05-2006,5756150,20060105,False
Elizabeth Cooper,Elizabeth_Cooper@contreras-luna.com,21-09-1985,404697,19850921,True
Tonya Moore,Tonya_Moore@rodriguez.com,1959-11-03,868035,19591103,True
Alexandra Woods,Alexandra_Woods@reed.com,26-10-2014,86526,20141026,False
Heather Bonilla,Heather_Bonilla@morgan.org,1958/04/04,486717,19580404,True
Matthew Wilson,Matthew_Wilson@mann.com,1972/02/08,654141,19720208,True
Justin Hamilton,Justin_Hamilton@robinson-reese.com,07/25/1987,115089,19870725,True
Jordan Brown,Jordan_Brown@jones.com,1962/05/10,51951,19620510,True
Sharon Hill,Sharon_Hill@walton.net,02/20/1976,4528749,19760220,True
Michael Anderson,Michael_Anderson@singh-davis.info,06/21/1953,5145253,19530621,True
David Roberson,David_Roberson@cortez-torres.net,1974/10/02,130635,19741002,True
Jacob Burns,Jacob_Burns@santiago.com,1973-05-18,35531,19730518,True
Lauren Guzman,Lauren_Guzman@silva-robinson.com,07/25/1983,29666,19830725,True
Joseph Davis,Joseph_Davis@jordan.net,11/07/2017,8681464,20171107,False
Kevin Pope,Kevin_Pope@mejia.info,07-06-1961,62651,19610706,True
William Vargas,William_Vargas@mosley-rosales.com,1961-05-22,1462259,19610522,True
Daniel Garcia,Daniel_Garcia@hughes-arnold.com,01/31/1973,594207,19730131,True
Timothy Evans,Timothy_Evans@douglas-gray.net,07-03-2004,21273015,20040703,False
Brian Vega,Brian_Vega@peterson.biz,23-01-1979,4993010,19790123,True
Jacob Mcdonald,Jacob_Mcdonald@howell-russell.com,11/11/1995,88426,19951111,True
Kathleen Harris,Kathleen_Harris@meyers.com,1989-12-16,948549,19891216,True
Robert Mcconnell,Robert_Mcconnell@reese.com,06-08-2004,3774604,20040608,False
Julie Hall,Julie_Hall@johnson.com,1955-07-24,77331,19550724,True
James Lopez,James_Lopez@werner.org,1979-06-18,88866567,19790618,True
Tracy Williams,Tracy_Williams@donovan.com,1988-05-05,5008410,19880505,True
Gina Zimmerman,Gina_Zimmerman@curtis-douglas.info,1982/08/13,8829171,19820813,True
Sarah Hernandez,Sarah_Hernandez@pennington-johnson.com,2009-10-26,2730624,20091026,False
David Jones,David_Jones@floyd.com,02-03-1997,542211,19970203,True
Paula Hill,Paula_Hill@porter.com,24-12-2004,908349,20041224,False
David Morrow,David_Morrow@johnson.com,01/26/2006,32346,20060126,False
Lisa White,Lisa_White@evans.net,03-09-1978,1564158,19780309,True
James Patrick,James_Patrick@caldwell.com,28-11-1986,89681,19861128,True
Kirk Donaldson,Kirk_Donaldson@roberts-mills.info,1979/12/30,36131119,19791230,True
Joshua Farrell,Joshua_Farrell@rogers.net,2005-10-27,770337,20051027,False
Kathryn Parker,Kathryn_Parker@abbott.com,2012/12/24,88781,20121224,False
Tracy Elliott,Tracy_Elliott@rhodes-thomas.com,1964/05/10,7749624,19640510,True
Joshua Green,Joshua_Green@hernandez.com,2010-03-09,791325,20100309,False
Sean Sullivan,Sean_Sullivan@phillips.com,1996/04/22,9789788,19960422,True
Jessica Castillo,Jessica_Castillo@roberts.com,06/11/1969,985455,19690611,True
Evan Pruitt,Evan_Pruitt@brown.biz,21-03-1959,55413567,19590321,True
Thomas Garza,Thomas_Garza@kirby-greer.info,1999/03/09,427953,19990309,True
Michael Harvey,Michael_Harvey@jackson.com,2007-02-02,69986,20070202,False
Edward Ramos,Edward_Ramos@garcia.com,08-04-2016,1164115,20160804,False
Karen Shaw,Karen_Shaw@trujillo.info,01-06-1975,81014367,19750106,True
Joanne Foster,Joanne_Foster@villanueva.com,2007/06/23,85271,20070623,False
Andrew Fisher,Andrew_Fisher@boone.net,02/24/1987,64966,19870224,True
John Gonzales,John_Gonzales@mcfarland.com,1991/10/15,55756,19911015,True
Grace Olson,Grace_Olson@miller.net,10-01-2017,38611,20171001,False
Sarah Joseph,Sarah_Joseph@moore-hendrix.net,2002-08-07,9215935,20020807,True
Jennifer Scott,Jennifer_Scott@wagner.com,2012/09/07,3252439,20120907,False
Stephen Little,Stephen_Little@clark-morales.org,03/09/1989,8124509,19890309,True
Matthew Garcia,Matthew_Garcia@osborne.com,2000/11/07,3897895,20001107,True
Abigail Fritz,Abigail_Fritz@williams-jackson.com,08/09/2017,54638703,20170809,False
John Todd,John_Todd@valentine.com,1968-11-22,973155,19681122,True
Martha Williams,Martha_Williams@murphy.com,1997/08/04,6623877,19970804,True
Kimberly Peters,Kimberly_Peters@cox.com,1964-07-27,72051,19640727,True
Robert Donaldson,Robert_Donaldson@gonzalez.com,05/07/2000,3041263,20000507,True
Matthew Smith,Matthew_Smith@moore-hoffman.com,01/18/2018,1416129,20180118,False
Leslie Taylor,Leslie_Taylor@white-reed.org,1957-06-23,7613082,19570623,True
Antonio Hancock,Antonio_Hancock@woods-kemp.com,04/26/1984,9785686,19840426,True
Eric Williams,Eric_Williams@welch.com,2000/11/30,1921837,20001130,True
Patricia Hall,Patricia_Hall@harrell.com,03/14/2011,15901,20110314,False
Christian Lopez,Christian_Lopez@thomas.com,1987-11-08,246747,19871108,True
Timothy Scott,Timothy_Scott@nelson.org,1994/01/12,569751,19940112,True
Jessica James,Jessica_James@peck-webb.com,05/18/1986,561585,19860518,True
Stephanie Sandoval,Stephanie_Sandoval@johnson-may.biz,03-08-1953,450387,19530308,True
Jessica Larsen,Jessica_Larsen@mcfarland.org,1961-06-10,862719,19610610,True
Francisco Holland,Francisco_Holland@tanner.org,16-06-1986,2121547,19860616,True
Donna Morrow,Donna_Morrow@smith-romero.com,25-04-1968,2814561,19680425,True
Ashley Browning,Ashley_Browning@jenkins-mann.biz,27-10-2006,54581,20061027,False
Beth Rivera,Beth_Rivera@franco.com,09/12/1952,652701,19520912,True
Catherine Morris,Catherine_Morris@schwartz-warren.com,02/21/1953,205569,19530221,True
Amy Smith,Amy_Smith@short.info,02/18/2015,7864165,20150218,False
Jennifer Jenkins,Jennifer_Jenkins@holland-ward.com,06/09/1965,393435,19650609,True
William Serrano,William_Serrano@beck-johnson.info,1981/01/18,93901,19810118,True
Matthew Deleon,Matthew_Deleon@hughes-fox.com,30-06-2006,121545,20060630,False
Rhonda Marshall,Rhonda_Marshall@johnson-cowan.net,02-09-1965,40036,19650209,True
Alexa Bond,Alexa_Bond@miller.com,1973/07/18,67021,19730718,True
Sarah Soto,Sarah_Soto@clarke-chapman.com,1995-04-24,4749844,19950424,True
Sean Harris,Sean_Harris@kim.com,1982/12/03,212109,19821203,True
Edward Smith,Edward_Smith@diaz.info,15-08-1987,9982204,19870815,True
Jerry Bennett,Jerry_Bennett@mann.org,06/30/1998,539325,19980630,True
Justin Beck,Justin_Beck@munoz-ward.com,2015/10/02,50133583,20151002,False
Alexander Castro,Alexander_Castro@bass.com,08/21/2008,42796,20080821,False
Andrea Russell,Andrea_Russell@king.com,11/12/2018,87646,20181112,False
Kristina Hogan,Kristina_Hogan@james.org,04/20/1988,14481,19880420,True
Kimberly Harris,Kimberly_Harris@parks-martinez.org,20-07-1954,3437113,19540720,True
Melissa Le,Melissa_Le@harris.com,2012/12/30,97788279,20121230,False
Thomas Thomas,Thomas_Thomas@kennedy.com,1972/02/20,2629894,19720220,True
Wendy Giles,Wendy_Giles@snow-yang.info,1986-08-10,73286,19860810,True
John Vazquez,John_Vazquez@rivera.biz,03-06-1962,73810151,19620306,True
Jessica Wilson,Jessica_Wilson@sims-mcneil.biz,2010-07-10,88945703,20100710,False
Daniel Le,Daniel_Le@vega.com,1966/03/06,5379543,19660306,True
John Torres,John_Torres@lewis.com,15-12-1964,396033,19641215,True
James Hall,James_Hall@montgomery-hawkins.com,10/24/1986,4726667,19861024,True
Michele Jones,Michele_Jones@leach-taylor.org,1991/03/19,18146159,19910319,True
Melissa Perez,Melissa_Perez@wiggins.com,1986-08-04,93411,19860804,True
Rachel Goodwin,Rachel_Goodwin@deleon.com,2006-11-06,530019,20061106,False
Kimberly Owens,Kimberly_Owens@baker-ferguson.org,16-12-1958,5051859,19581216,True
Omar Wilcox,Omar_Wilcox@chase-bailey.info,06/10/1967,6475204,19670610,True
Tiffany Cannon,Tiffany_Cannon@keller.org,06/16/1971,47798639,19710616,True
Matthew Snyder,Matthew_Snyder@best-graham.com,10-08-1965,193071,19651008,True
Morgan Malone,Morgan_Malone@shaw.com,30-09-1964,8598346,19640930,True
Ronald Mendez,Ronald_Mendez@bright-parker.com,07-02-1958,2771448,19580702,True
Brian Butler,Brian_Butler@martinez.com,05-07-1968,12156,19680507,True
Rachel Rogers,Rachel_Rogers@buck-evans.org,1982/06/03,5534026,19820603,True
Kyle Murphy,Kyle_Murphy@gonzalez-allen.biz,2006-02-08,70541,20060208,False
John Adams,John_Adams@castro.com,14-07-2001,14676,20010714,True
Charles Walter,Charles_Walter@thomas.net,1993-08-02,786915,19930802,True
Jessica Reid,Jessica_Reid@valencia.com,1970-06-21,1860944,19700621,True
Todd Brady,Todd_Brady@hicks.biz,1955-09-24,747213,19550924,True
Carolyn Gomez,Carolyn_Gomez@miller.com,07/11/1960,977571,19600711,True
Matthew Davis,Matthew_Davis@bishop.org,06/04/1975,2484140,19750604,True
Tamara Smith,Tamara_Smith@palmer.com,05/28/2011,2495438,20110528,False
Jessica Whitaker,Jessica_Whitaker@hubbard.info,2001/07/10,99586,20010710,True
Lynn Kaufman,Lynn_Kaufman@velez-perez.info,01/13/1950,202287,19500113,True
Eduardo Patrick,Eduardo_Patrick@wright.info,2001-06-13,5470438,20010613,True
Matthew Duncan,Matthew_Duncan@garcia.org,1985/09/26,64701,19850926,True
Marcia Ramos,Marcia_Ramos@cox.biz,1987-04-23,4163139,19870423,True
Jesse Chambers,Jesse_Chambers@green.com,1979-06-06,64521,19790606,True
Paul Hill,Paul_Hill@farrell.biz,1980-10-14,85491,19801014,True
Gina Henderson,Gina_Henderson@phillips.com,1955/04/04,516621,19550404,True
Jesse Wright,Jesse_Wright@banks.com,25-11-1989,6472677,19891125,True
Christina Gibbs,Christina_Gibbs@miller.net,03/26/1973,871479,19730326,True
Jacqueline Miller,Jacqueline_Miller@church.com,10/01/2008,4681391,20081001,False
Tracy Lopez,Tracy_Lopez@macdonald.org,12/12/1952,2878996,19521212,True
Victoria Jones,Victoria_Jones@higgins.com,2002-04-12,88811,20020412,True
Gabriel Rose,Gabriel_Rose@mccormick.com,1990-05-30,191229,19900530,True
Melanie Perry,Melanie_Perry@miller.com,1977/06/11,297159,19770611,True
Alison Valdez,Alison_Valdez@ward-smith.net,15-05-2015,17886,20150515,False
Benjamin Coleman,Benjamin_Coleman@lopez-preston.com,06-06-2005,72616,20050606,False
Alex Baker,Alex_Baker@kelly.com,2012-04-23,34292983,20120423,False
Peter Alexander,Peter_Alexander@martinez.com,11-05-1999,29401,19991105,True
Katie Chang,Katie_Chang@riley.com,1959/07/09,40506,19590709,True
Victoria Stafford,Victoria_Stafford@green.com,07/18/1993,96501,19930718,True
Tyler Lopez,Tyler_Lopez@harvey.com,12/29/2010,6462814,20101229,False
Heather Downs,Heather_Downs@payne.biz,03-01-1970,65651,19700301,True
Ronald Shaffer,Ronald_Shaffer@moses.net,1969-06-18,52796,19690618,True
Samantha Johnson,Samantha_Johnson@rich.net,1975-05-17,318165,19750517,True
Carlos Washington,Carlos_Washington@evans.com,23-01-2007,58466,20070123,False
Stephanie Burnett,Stephanie_Burnett@price.net,02/19/1973,8889217,19730219,True
Donna Hancock,Donna_Hancock@blake-bridges.net,31-01-2017,19776,20170131,False
Courtney Hudson,Courtney_Hudson@mcintosh.net,1960-04-26,2145613,19600426,True
Sylvia Sexton,Sylvia_Sexton@robinson.com,1993-01-10,77446,19930110,True
David Jordan,David_Jordan@miller.com,1993/02/08,2661877,19930208,True
Todd Ward,Todd_Ward@elliott-ryan.com,2001-10-25,160557,20011025,True
Kenneth Martin,Kenneth_Martin@hunt.net,1981-11-08,4504487,19811108,True
Andrew Cox,Andrew_Cox@lin.org,08/22/1979,2815331,19790822,True
Louis Blanchard,Louis_Blanchard@wheeler.org,02/02/1955,170997,19550202,True
Victoria Higgins,Victoria_Higgins@lane.com,1953-04-03,521451,19530403,True
Kaylee Berry,Kaylee_Berry@walsh-mckenzie.com,2016-12-24,74360527,20161224,False
Elizabeth Duncan,Elizabeth_Duncan@taylor.com,26-04-2012,2436015,20120426,False
Bryan Price,Bryan_Price@mendez.com,16-11-1989,61996,19891116,True
Robert Johnson,Robert_Johnson@burnett.org,1952-05-18,42600607,19520518,True
Stephanie Molina,Stephanie_Molina@jacobson.com,15-11-1990,866271,19901115,True
Justin Griffin,Justin_Griffin@james.com,2005/04/11,51696,20050411,False
Jennifer Novak,Jennifer_Novak@mack.com,06-06-2013,6747938,20130606,False
James Smith,James_Smith@perkins-thompson.com,04/23/1977,42811,19770423,True
Lisa Meyers,Lisa_Meyers@wallace-jimenez.com,1987-12-21,75536,19871221,True
Gary Thompson,Gary_Thompson@kennedy.com,05/08/2004,1992257,20040508,False
Rachel Maxwell,Rachel_Maxwell@edwards-nguyen.biz,05/13/1974,91714011,19740513,True
Michael Warren,Michael_Warren@wu.org,2003-08-05,6497688,20030805,False
Amanda Alexander,Amanda_Alexander@baker-harris.com,1967-01-11,48521,19670111,True
Thomas Brown,Thomas_Brown@wright.com,2018-12-09,26316,20181209,False
Melissa Perez,Melissa_Perez@gibson.org,26-10-1968,27511,19681026,True
Amy Johnson,Amy_Johnson@estrada-rubio.com,03-08-2017,3416946,20170308,False
Devin Lewis,Devin_Lewis@anderson-riley.com,08/20/1954,94206,19540820,True
Jacob Hogan,Jacob_Hogan@lowe-ponce.org,30-05-1989,586221,19890530,True
Zachary Russo,Zachary_Russo@hill-king.com,1993-01-29,319263,19930129,True
Joshua Perez,Joshua_Perez@black-singh.org,11/10/1981,3206897,19811110,True
Joshua Jimenez,Joshua_Jimenez@hardin-lucas.info,12-05-1976,6044228,19761205,True
Teresa Harris,Teresa_Harris@poole.com,16-10-1998,91081,19981016,True
Courtney Morse,Courtney_Morse@klein.org,07/07/1977,23951715,19770707,True
Kayla Mcintyre,Kayla_Mcintyre@burns.com,04/27/1987,6493383,19870427,True
Marvin Williams,Marvin_Williams@bartlett.com,2004/12/02,6391736,20041202,False
Robert Chang,Robert_Chang@sharp.net,1986/05/31,589467,19860531,True
Briana Johnson,Briana_Johnson@bond-rose.biz,2015/08/22,25491,20150822,False
Joe Bishop,Joe_Bishop@davis.com,08/07/1975,33681,19750807,True
Terri Herring,Terri_Herring@carson.com,1989-05-16,4068240,19890516,True
Jean Young,Jean_Young@peters-miller.net,1994/10/12,7295219,19941012,True
Tara Chavez,Tara_Chavez@smith.com,2007/10/09,57976,20071009,False
Jeffrey Ware,Jeffrey_Ware@park-gregory.net,2004-06-25,5505312,20040625,False
Barry Randolph,Barry_Randolph@glover.com,1963-02-27,11326,19630227,True
Eric Hoffman,Eric_Hoffman@lang.info,1975/04/25,99871415,19750425,True
Jacqueline Walters,Jacqueline_Walters@hernandez.org,2007/07/15,2920436,20070715,False
William Miller,William_Miller@foster.info,2005/03/01,3984366,20050301,False
Daniel Perez,Daniel_Perez@jordan-martinez.biz,19-04-1993,1181951,19930419,True
Kimberly Larson,Kimberly_Larson@nash.org,18-06-1978,898689,19780618,True
Brian Finley,Brian_Finley@copeland.com,2004/01/13,8018522,20040113,False
Kelly Hayden,Kelly_Hayden@brown-barrett.biz,1988-03-20,17706,19880320,True
Jessica Dixon,Jessica_Dixon@clark.org,16-08-1966,76336767,19660816,True
Tyler Johnson,Tyler_Johnson@fernandez.com,02-08-1977,774483,19770208,True
Nicholas Joseph,Nicholas_Joseph@higgins-woods.org,2017/08/29,51481,20170829,False
Wendy Grant,Wendy_Grant@castillo.biz,11/03/1991,37361,19911103,True
David Burton,David_Burton@glover-willis.org,1970/04/02,19798095,19700402,True
Luke Carpenter,Luke_Carpenter@stokes.org,1969-10-08,8947205,19691008,True
Jesse Johnson,Jesse_Johnson@schroeder.com,1972-09-22,263709,19720922,True
Marcus Sims,Marcus_Sims@adams.com,2008-05-22,45883671,20080522,False
Katherine Daniels,Katherine_Daniels@pearson-davis.com,1999/07/04,935745,19990704,True
Cynthia Smith,Cynthia_Smith@cain.biz,15-03-2010,73366,20100315,False
Angela Nichols,Angela_Nichols@manning-krueger.com,03/15/2014,44151975,20140315,False
Mallory Jenkins,Mallory_Jenkins@smith.com,12/22/1956,6636274,19561222,True
James Clark,James_Clark@kirby.com,07-05-1973,66641,19730705,True
Brandon Valdez,Brandon_Valdez@schultz.com,1977-11-09,5452336,19771109,True
Anthony Mitchell,Anthony_Mitchell@mcguire.net,02/10/1974,7757191,19740210,True
Stephanie Gutierrez,Stephanie_Gutierrez@gomez.net,08/07/1967,855909,19670807,True
Charles Clarke,Charles_Clarke@decker.com,2017/08/14,75379215,20170814,False
